id,category,filename,x,y,cluster
기관손상_석유제품운반선_제1은희호_기관손상사건,기관손상,기관손상_석유제품운반선_제1은희호_기관손상사건.hwp,-2.8407,18.0429,0
기관손상_어선_제209신광호_기관손상사건,기관손상,기관손상_어선_제209신광호_기관손상사건.hwp,-8.6037,-13.6163,3
기관손상_카페리선_골드카페리호_기관손상사건,기관손상,기관손상_카페리선_골드카페리호_기관손상사건.pdf,-14.0376,28.4778,0
기관손상_카페리여객선_대형카훼리3호_기관손상사건,기관손상,기관손상_카페리여객선_대형카훼리3호_기관손상사건.hwp,-2.4532,22.7328,4
기관손상_카페리여객선_드림아일랜드호_기관손상사건,기관손상,기관손상_카페리여객선_드림아일랜드호_기관손상사건.hwp,3.6376,23.4936,4
기관손상_카페리여객선_섬사랑6호_기관손상사건,기관손상,기관손상_카페리여객선_섬사랑6호_기관손상사건.hwp,4.6317,10.8123,3
기타_광석운반선_시노글로리호_침수사건,기타,기타_광석운반선_시노글로리호_침수사건.hwp,-15.5558,13.8836,0
기타_낚시어선_호진호_선체손상사건,기타,기타_낚시어선_호진호_선체손상사건.hwp,29.4046,1.7436,1
기타_산적화물선_씨칭다오_기관실_침수사건,기타,기타_산적화물선_씨칭다오_기관실_침수사건.pdf,-15.9539,24.4816,0
기타_어선_동강2호_닻줄_손상사건,기타,기타_어선_동강2호_닻줄_손상사건.pdf,-0.9915,-22.2885,3
기타_어선_신아호_침수사건,기타,기타_어선_신아호_침수사건.pdf,-11.1118,8.1745,0
기타_어선_제207성진호_침수사건,기타,기타_어선_제207성진호_침수사건.hwpx,-3.5487,-12.2668,3
기타_여객선_북도고속페리호_정박_부표줄_감김사건,기타,기타_여객선_북도고속페리호_정박_부표줄_감김사건.pdf,0.4286,14.6302,0
기타_여객선_씨스타11호_기타(객실_창문_손상)사건,기타,기타_여객선_씨스타11호_기타(객실_창문_손상)사건.hwp,-0.1559,-4.8524,3
기타_예인선_201해송의_피예인부선_마린1호_침수사건,기타,기타_예인선_201해송의_피예인부선_마린1호_침수사건.hwpx,-16.2002,15.7894,0
기타_예인선_강남티-15호_침수사건,기타,기타_예인선_강남티-15호_침수사건.hwp,-8.7368,13.2089,0
기타_철광석운반선_솔라앰버(SOLAR_EMBER)_기타(선체외판손상)_사건,기타,기타_철광석운반선_솔라앰버(SOLAR_EMBER)_기타(선체외판손상)_사건.hwp,-17.8745,15.0388,0
기타_철광석운반선_스텔라유니콘(STELLAR_UNICORN)_기타(선체외판손상)_사건,기타,기타_철광석운반선_스텔라유니콘(STELLAR_UNICORN)_기타(선체외판손상)_사건.hwp,-18.5409,14.6724,0
기타_철광석운반선_스텔라퀸_기타(상갑판손상)사건,기타,기타_철광석운반선_스텔라퀸_기타(상갑판손상)사건.hwp,-18.7353,14.5555,0
속구손상_예인선_36금양호_속구손상사건,속구손상,속구손상_예인선_36금양호_속구손상사건.pdf,-4.3633,14.7991,0
시설물손상_어선_베드로호_양식장_손상사건,시설물손상,시설물손상_어선_베드로호_양식장_손상사건.hwp,-15.2228,-0.8857,3
시설물손상_여객선_북도고속페리호_장봉도선착장_손상사건,시설물손상,시설물손상_여객선_북도고속페리호_장봉도선착장_손상사건.pdf,0.2582,16.8762,0
시설물손상_예인선_201교동호의_피예인부선_교동비피101호에_의한_어선_연가_d7a3b8d4,시설물손상,시설물손상_예인선_201교동호의_피예인부선_교동비피101호에_의한_어선_연가_d7a3b8d4.hwp,-6.1271,8.4082,0
시설물손상_유류_및_액체화학품산적운반선_거영드림3_폭발사건,시설물손상,시설물손상_유류_및_액체화학품산적운반선_거영드림3_폭발사건.hwp,-16.3741,16.5211,0
시설물손상_철광석운반선_스텔라퀸기타(상갑판_손상)사건,시설물손상,시설물손상_철광석운반선_스텔라퀸기타(상갑판_손상)사건.hwp,-13.6523,25.403,0
운항저해_여객선_북도고속페리호_운항저해사건,운항저해,운항저해_여객선_북도고속페리호_운항저해사건.pdf,0.2693,16.8732,0
운항저해_카페리여객선_비금아일랜드호_운항저해사건,운항저해,운항저해_카페리여객선_비금아일랜드호_운항저해사건.hwp,3.5973,23.386,4
인명사상_광석운반선_시_차오페이뎬_선원사망사건,인명사상,인명사상_광석운반선_시_차오페이뎬_선원사망사건.hwpx,-4.0053,-22.9537,0
인명사상_급유선_대양호_선원_등_부상사건,인명사상,인명사상_급유선_대양호_선원_등_부상사건.hwpx,-16.7086,24.862,2
인명사상_기타선_빼리호_전복사건,인명사상,인명사상_기타선_빼리호_전복사건.hwp,-3.7082,6.1467,1
인명사상_기타선_해바라기호_관광객부상사건,인명사상,인명사상_기타선_해바라기호_관광객부상사건.hwp,18.8484,18.8547,1
인명사상_낚시어선_다원호_승객부상사건,인명사상,인명사상_낚시어선_다원호_승객부상사건.hwp,25.3822,-4.9757,1
인명사상_낚시어선_삼흥호_승객사망사건,인명사상,인명사상_낚시어선_삼흥호_승객사망사건.hwpx,22.8469,17.3299,1
인명사상_낚시어선_신진호_승객부상사건,인명사상,인명사상_낚시어선_신진호_승객부상사건.hwp,-25.4052,7.5928,2
인명사상_낚시어선_트윈스호_수중레저활동자_부상사건,인명사상,인명사상_낚시어선_트윈스호_수중레저활동자_부상사건.hwp,18.1798,-15.1084,1
인명사상_모터보트_라운지_잠수부_사망사건,인명사상,인명사상_모터보트_라운지_잠수부_사망사건.hwp,-4.7396,-0.9135,3
인명사상_모터보트_로얄마린_수중레저활동자_사망사건,인명사상,인명사상_모터보트_로얄마린_수중레저활동자_사망사건.hwpx,-5.0666,-2.3139,3
인명사상_부선_한강6호_선원사망사건,인명사상,인명사상_부선_한강6호_선원사망사건.pdf,-12.6928,-12.7252,3
인명사상_산적화물선_디엘아이비_작업원_사망사건,인명사상,인명사상_산적화물선_디엘아이비_작업원_사망사건.pdf,-7.1713,-20.2661,0
인명사상_산적화물선_프린세스호_작업원부상사건,인명사상,인명사상_산적화물선_프린세스호_작업원부상사건.hwp,-28.5172,5.7211,0
인명사상_석유제품운반선_한유비전_선원부상사건,인명사상,인명사상_석유제품운반선_한유비전_선원부상사건.hwpx,-4.8602,10.3111,0
인명사상_시험조사선_이사부호_선원사망사건,인명사상,인명사상_시험조사선_이사부호_선원사망사건.hwp,-5.6674,-16.4284,4
인명사상_액체화학품산적운반선_골든_브리지_하나_선원사망사건,인명사상,인명사상_액체화학품산적운반선_골든_브리지_하나_선원사망사건.hwp,-29.5254,2.2493,0
인명사상_액화천연가스운반선_현대_테크노피아_선원사망사건,인명사상,인명사상_액화천연가스운반선_현대_테크노피아_선원사망사건.hwp,-27.9467,6.1468,0
인명사상_어선_103대승호_선원부상사건,인명사상,인명사상_어선_103대승호_선원부상사건.pdf,-0.5418,-15.8979,3
인명사상_어선_12재성호_선원부상사건,인명사상,인명사상_어선_12재성호_선원부상사건.hwp,-22.7598,-5.2124,2
인명사상_어선_1만복호_선원사망사건,인명사상,인명사상_어선_1만복호_선원사망사건.hwp,-23.1641,-11.3152,2
인명사상_어선_2020안성호_선원사망사건,인명사상,인명사상_어선_2020안성호_선원사망사건.hwpx,-8.3868,-17.7891,3
인명사상_어선_202미성호_선원사망사건,인명사상,인명사상_어선_202미성호_선원사망사건.hwpx,-28.5291,-0.1282,2
인명사상_어선_203남광호_선원사망사건,인명사상,인명사상_어선_203남광호_선원사망사건.hwp,-16.148,-6.6844,2
인명사상_어선_206분도호_선원사망사건,인명사상,인명사상_어선_206분도호_선원사망사건.hwpx,-28.1633,0.1868,2
인명사상_어선_209대청호_선원사망사건,인명사상,인명사상_어선_209대청호_선원사망사건.hwpx,-26.2865,-10.9513,2
인명사상_어선_219신흥호_선원부상사건,인명사상,인명사상_어선_219신흥호_선원부상사건.hwp,-14.1549,-5.9247,2
인명사상_어선_221대성호_선원사망사건,인명사상,인명사상_어선_221대성호_선원사망사건.pdf,-27.1219,-2.8734,2
인명사상_어선_27협신호_선원사망사건,인명사상,인명사상_어선_27협신호_선원사망사건.hwpx,-15.9641,-6.9699,2
인명사상_어선_2유덕호_선원부상사건,인명사상,인명사상_어선_2유덕호_선원부상사건.hwpx,-17.0063,-2.1457,2
인명사상_어선_2통일호_선원사망사건,인명사상,인명사상_어선_2통일호_선원사망사건.pdf,-13.9843,-8.5825,2
인명사상_어선_301광명호_선원사망사건,인명사상,인명사상_어선_301광명호_선원사망사건.hwpx,-16.4447,-6.1692,2
인명사상_어선_313태양호_선원사망사건,인명사상,인명사상_어선_313태양호_선원사망사건.hwpx,-9.1692,-17.962,3
인명사상_어선_603조일호_선원사망사건,인명사상,인명사상_어선_603조일호_선원사망사건.hwp,-27.2829,-11.0438,2
인명사상_어선_78임수호_선원사망사건,인명사상,인명사상_어선_78임수호_선원사망사건.hwp,-14.9935,-18.9685,0
인명사상_어선_9009경진호_선원사망사건,인명사상,인명사상_어선_9009경진호_선원사망사건.hwp,-25.6672,-12.4979,2
인명사상_어선_9민성호_선원부상사건,인명사상,인명사상_어선_9민성호_선원부상사건.pdf,-21.3701,-1.5471,2
인명사상_어선_가람호_선원부상사건,인명사상,인명사상_어선_가람호_선원부상사건.pdf,-25.1326,-1.7349,2
인명사상_어선_건양호_선원사망사건,인명사상,인명사상_어선_건양호_선원사망사건.pdf,-28.4449,-1.9683,2
인명사상_어선_광일호_선원부상사건,인명사상,인명사상_어선_광일호_선원부상사건.pdf,-27.3297,1.3438,2
인명사상_어선_광정15호_선원사망사건,인명사상,인명사상_어선_광정15호_선원사망사건.hwpx,-8.3231,-7.6873,3
인명사상_어선_금강7호_선원사망사건,인명사상,인명사상_어선_금강7호_선원사망사건.pdf,-21.7533,1.2889,2
인명사상_어선_대건호_선원부상사건,인명사상,인명사상_어선_대건호_선원부상사건.pdf,-22.3802,0.8808,2
인명사상_어선_대신5호_선원부상사건,인명사상,인명사상_어선_대신5호_선원부상사건.pdf,-24.9291,-1.0707,2
인명사상_어선_대신호_선원실종사건,인명사상,인명사상_어선_대신호_선원실종사건.pdf,-26.2314,3.3755,2
인명사상_어선_대양호_선원사망사건,인명사상,인명사상_어선_대양호_선원사망사건.hwp,-25.5799,-7.3952,2
인명사상_어선_동운호_선원사망사건,인명사상,인명사상_어선_동운호_선원사망사건.hwp,-17.9989,-7.5068,2
인명사상_어선_동진호_선원부상사건,인명사상,인명사상_어선_동진호_선원부상사건.pdf,-21.9802,-0.4721,2
인명사상_어선_만복호_선원부상사건,인명사상,인명사상_어선_만복호_선원부상사건.hwp,-20.7895,-5.0952,2
인명사상_어선_만진호_선원사망사건,인명사상,인명사상_어선_만진호_선원사망사건.pdf,-17.7202,-14.3765,2
인명사상_어선_매일호_선원사망사건,인명사상,인명사상_어선_매일호_선원사망사건.hwpx,-10.7138,-4.5007,3
인명사상_어선_명성호_선원부상사건,인명사상,인명사상_어선_명성호_선원부상사건.pdf,-20.6478,3.4747,2
인명사상_어선_명성호_선원사망사건,인명사상,인명사상_어선_명성호_선원사망사건.hwp,-25.8998,-6.2403,2
인명사상_어선_명성호_선원사상사건,인명사상,인명사상_어선_명성호_선원사상사건.hwp,-24.6395,-6.0525,2
인명사상_어선_민성1호_선원사망사건,인명사상,인명사상_어선_민성1호_선원사망사건.pdf,-18.8963,-5.8529,2
인명사상_어선_바다2호_선원사망사건,인명사상,인명사상_어선_바다2호_선원사망사건.pdf,-13.2961,-5.821,3
인명사상_어선_반석호_선원사망사건,인명사상,인명사상_어선_반석호_선원사망사건.pdf,-25.9779,-8.7602,2
인명사상_어선_벽강호_선원사망사건,인명사상,인명사상_어선_벽강호_선원사망사건.hwp,-17.8316,8.0941,0
인명사상_어선_복연호_선원사망사건,인명사상,인명사상_어선_복연호_선원사망사건.hwp,-15.8159,-12.9212,2
인명사상_어선_봉민호_선원사망사건,인명사상,인명사상_어선_봉민호_선원사망사건.hwpx,-23.8444,-6.6038,2
인명사상_어선_부성호_선원실종사건,인명사상,인명사상_어선_부성호_선원실종사건.hwp,-6.086,-8.1142,2
인명사상_어선_블루드래곤호_선원실종사건,인명사상,인명사상_어선_블루드래곤호_선원실종사건.hwp,-21.6316,-8.7652,3
인명사상_어선_선경2호_선원사망사건,인명사상,인명사상_어선_선경2호_선원사망사건.hwp,-23.2914,-1.109,2
인명사상_어선_선경호_선원부상사건,인명사상,인명사상_어선_선경호_선원부상사건.pdf,-21.1943,-0.1251,2
인명사상_어선_성림5호_선원사망사건,인명사상,인명사상_어선_성림5호_선원사망사건.pdf,-22.8942,0.5593,2
인명사상_어선_성복호_선원사망사건,인명사상,인명사상_어선_성복호_선원사망사건.pdf,-15.6809,-4.2261,2
인명사상_어선_성운호_잠수부사망사건,인명사상,인명사상_어선_성운호_잠수부사망사건.hwp,-17.5633,8.5043,0
인명사상_어선_수정호_잠사부사망사건,인명사상,인명사상_어선_수정호_잠사부사망사건.hwp,13.3284,-22.9753,3
인명사상_어선_신영51호_선원사망사건,인명사상,인명사상_어선_신영51호_선원사망사건.pdf,-4.9533,-15.563,3
인명사상_어선_신영호_선원사망사건,인명사상,인명사상_어선_신영호_선원사망사건.pdf,-14.393,-4.0986,3
인명사상_어선_영광호_선원부상사건,인명사상,인명사상_어선_영광호_선원부상사건.hwp,-12.5801,-5.114,2
인명사상_어선_용진호_선원사망사건,인명사상,인명사상_어선_용진호_선원사망사건.hwp,-29.4763,-4.3692,2
인명사상_어선_원성호_선원부상사건(약식),인명사상,인명사상_어선_원성호_선원부상사건(약식).hwpx,-18.2967,-6.0395,2
인명사상_어선_유일호_선원부상사건,인명사상,인명사상_어선_유일호_선원부상사건.pdf,-24.505,-5.1293,2
인명사상_어선_유정호_선원부상사건,인명사상,인명사상_어선_유정호_선원부상사건.hwp,-20.8678,-2.6207,2
인명사상_어선_유정호_선원부상사건,인명사상,인명사상_어선_유정호_선원부상사건.pdf,-25.709,2.8832,2
인명사상_어선_유정호_선원사망사건,인명사상,인명사상_어선_유정호_선원사망사건.hwpx,-2.2806,-13.99,3
인명사상_어선_은성호_선원사망사건,인명사상,인명사상_어선_은성호_선원사망사건.hwp,-28.8299,-0.1734,3
인명사상_어선_은성호_선원사망사건,인명사상,인명사상_어선_은성호_선원사망사건.hwpx,2.1776,-16.6985,3
인명사상_어선_은진호_선원사망사건,인명사상,인명사상_어선_은진호_선원사망사건.hwpx,-20.2319,-13.9379,2
인명사상_어선_장미2호_선원사망사건,인명사상,인명사상_어선_장미2호_선원사망사건.pdf,-13.2141,-6.916,3
인명사상_어선_장순호_선원사망사건,인명사상,인명사상_어선_장순호_선원사망사건.pdf,-27.6212,-6.7373,2
인명사상_어선_정복호_선원부상사건,인명사상,인명사상_어선_정복호_선원부상사건.pdf,-20.0086,-7.0904,2
인명사상_어선_정빈호_선원사망사건,인명사상,인명사상_어선_정빈호_선원사망사건.hwp,-28.8171,-3.2346,2
인명사상_어선_정원호_선원부상사건,인명사상,인명사상_어선_정원호_선원부상사건.pdf,-27.196,-5.3344,2
인명사상_어선_제101부창호_선원사망사건,인명사상,인명사상_어선_제101부창호_선원사망사건.hwp,-20.2509,-10.9859,2
인명사상_어선_제101성화호_선원부상사건,인명사상,인명사상_어선_제101성화호_선원부상사건.hwp,-21.5522,-6.4523,2
인명사상_어선_제101순흥호_선원부상사건,인명사상,인명사상_어선_제101순흥호_선원부상사건.pdf,-19.9148,-0.3712,2
인명사상_어선_제101통영호_선원사상사건,인명사상,인명사상_어선_제101통영호_선원사상사건.hwp,-2.6088,-12.8441,3
인명사상_어선_제103부일호에_임시승선한_어선_제2007호_선원사망사건,인명사상,인명사상_어선_제103부일호에_임시승선한_어선_제2007호_선원사망사건.pdf,-14.0944,-7.2412,2
인명사상_어선_제103해금호_선원부상사건,인명사상,인명사상_어선_제103해금호_선원부상사건.hwp,-23.7857,5.2088,2
인명사상_어선_제105대진호_선원사망사건,인명사상,인명사상_어선_제105대진호_선원사망사건.hwp,5.9337,-21.6294,3
인명사상_어선_제107명진호_선원사망사건,인명사상,인명사상_어선_제107명진호_선원사망사건.hwp,-28.7073,-2.0351,2
인명사상_어선_제118금성호_선원부상사건,인명사상,인명사상_어선_제118금성호_선원부상사건.pdf,-30.5738,4.3371,2
인명사상_어선_제11태화호_선원사망사건,인명사상,인명사상_어선_제11태화호_선원사망사건.hwpx,-22.5737,-14.7221,2
